Game,Developer,Publisher,Type,Score,Raw Text,Processed Tokens,Processed Text,Numeric_Score,Sentiment Score,Sentiment Category,Sentiment_story_narrative,Sentiment_characters_world,Sentiment_visuals_art,Sentiment_audio_music,Sentiment_gameplay_mechanics,Sentiment_controls_camera,Sentiment_difficulty_balance,Sentiment_performance_bugs,Sentiment_ui_qol,Sentiment_content_replay,Sentiment_multiplayer_online,Sentiment_monetization_value
Brigade E5: New Jagged Union,Apeiron,"Strategy First, 1C Entertainment",User,5.0,"I'm not even sure if anyone is going to read this, since the last post was 2007, but I wanted to add my 2 cents.  This game should have no relation to JA series.  It should be its own franchise (see JA: Back in Action).  None of the characters from JA or JA2 are in BE5, and you aren't even working for AIM.  NPC interactions are a joke, I stopped caring about the storyline pretty early in the game because talking to NPCs was not enjoyable (translation not very good, no emotion in the characters, not personable).  As for the storyline, I was disappointed as well.  There are 3 factions, each don't like each other.  If you do missions for one, you will lose your status with the other(s).  Although, it really doesn't matter who you take your missions from, because all of the missions are pretty much the same among the factions, with tiny changes.  Mostly deliver a package, then assassinate someone, then retake a city, etc.  All of that being said, the game does have some positives.  If you aren't concerned with storyline and want to go around blowing everything up, this can be the game for you.  The weapon selection is pretty good; you can even select different ammo types for your weapons (FMJ, JHP, etc).  The RPG even has anti personnel rounds and anti armor rounds, even though you won't need to knock out tanks or other vehicles.  There are many attachments for every weapon as well.  You can deck it out for night ops with night vision devices (NATO and WP equipment), or go with CQB setup like red dot sight, or for long range (sniper scopes, ACOG, etc).  You can carry almost every version of M16 series or AK series.  Grenades, trip wires, land mines, body armor, the works.  Combat is pretty neat as it is all in real time, although you can pause the action to make your moves.  Although not exactly realistic, it does give you a chance to make decisions for your mercs (which won't do anything without your involvement).  I think this option is imperative for any game where the characters can't do some basic things for themselves (like defend themselves).  I would have liked to see more squad tactics, such as being able to move in tactical formations such as wedge, line, column, file, etc.  You won't have too much trouble with the bad guys for the most part.  They aren't very good at tactics, although I have been snuck up on occasionally (always have someone guarding your 6).  They aren't afraid to use grenades, and they usually carry some hefty firepower.  You can enter some buildings and go to multistories, shooting out of windows or off rooftops, but be careful doing so.  Launching rockets from the roof can be dangerous, because the rocket usually hits the roof ledge and explodes on contact, killing anyone unlucky enough to be standing next to the shooter.  This also goes with shooting from the roof; your merc will continue to blast into the roof ledge, with none of the bullets going to the intended target.  But it is fun to lob grenades from the roof on unsuspecting bad guys.  After all of that, I like this game.  Not for the storyline or interactions (JA2 was so awesome with that), but for the chance to go around causing mayhem.  I know this is a good game because I find myself pulling it off the shelf and reinstalling it, just to play the combat.","['even', 'sure', 'anyone', 'going', 'read', 'since', 'last', 'post', 'wanted', 'add', 'cent', 'game', 'relation', 'ja', 'series', 'franchise', 'see', 'ja', 'back', 'action', 'none', 'character', 'ja', 'even', 'working', 'aim', 'npc', 'interaction', 'joke', 'stopped', 'caring', 'storyline', 'pretty', 'early', 'game', 'talking', 'npc', 'enjoyable', 'translation', 'good', 'emotion', 'character', 'personable', 'storyline', 'disappointed', 'well', 'faction', 'like', 'mission', 'one', 'lose', 'status', 'although', 'really', 'matter', 'take', 'mission', 'mission', 'pretty', 'much', 'among', 'faction', 'tiny', 'change', 'mostly', 'deliver', 'package', 'assassinate', 'someone', 'retake', 'city', 'etc', 'said', 'game', 'positive', 'concerned', 'storyline', 'want', 'go', 'around', 'blowing', 'everything', 'game', 'weapon', 'selection', 'pretty', 'good', 'even', 'select', 'different', 'ammo', 'type', 'weapon', 'fmj', 'jhp', 'etc', 'rpg', 'even', 'anti', 'personnel', 'round', 'anti', 'armor', 'round', 'even', 'though', 'wo', 'need', 'knock', 'tank', 'vehicle', 'many', 'attachment', 'every', 'weapon', 'well', 'deck', 'night', 'ops', 'night', 'vision', 'device', 'nato', 'wp', 'equipment', 'go', 'cqb', 'setup', 'like', 'red', 'dot', 'sight', 'long', 'range', 'sniper', 'scope', 'acog', 'etc', 'carry', 'almost', 'every', 'version', 'series', 'ak', 'series', 'grenade', 'trip', 'wire', 'land', 'mine', 'body', 'armor', 'work', 'combat', 'pretty', 'neat', 'real', 'time', 'although', 'pause', 'action', 'make', 'move', 'although', 'exactly', 'realistic', 'give', 'chance', 'make', 'decision', 'mercs', 'wo', 'anything', 'without', 'involvement', 'think', 'option', 'imperative', 'game', 'character', 'ca', 'basic', 'thing', 'like', 'defend', 'would', 'liked', 'see', 'squad', 'tactic', 'able', 'move', 'tactical', 'formation', 'wedge', 'line', 'column', 'file', 'etc', 'wo', 'much', 'trouble', 'bad', 'guy', 'part', 'good', 'tactic', 'although', 'snuck', 'occasionally', 'always', 'someone', 'guarding', 'afraid', 'use', 'grenade', 'usually', 'carry', 'hefty', 'firepower', 'enter', 'building', 'go', 'multistories', 'shooting', 'window', 'rooftop', 'careful', 'launching', 'rocket', 'roof', 'dangerous', 'rocket', 'usually', 'hit', 'roof', 'ledge', 'explodes', 'contact', 'killing', 'anyone', 'unlucky', 'enough', 'standing', 'next', 'shooter', 'also', 'go', 'shooting', 'roof', 'merc', 'continue', 'blast', 'roof', 'ledge', 'none', 'bullet', 'going', 'intended', 'target', 'fun', 'lob', 'grenade', 'roof', 'unsuspecting', 'bad', 'guy', 'like', 'game', 'storyline', 'interaction', 'awesome', 'chance', 'go', 'around', 'causing', 'mayhem', 'know', 'good', 'game', 'find', 'pulling', 'shelf', 'reinstalling', 'play', 'combat']",even sure anyone going read since last post wanted add cent game relation ja series franchise see ja back action none character ja even working aim npc interaction joke stopped caring storyline pretty early game talking npc enjoyable translation good emotion character personable storyline disappointed well faction like mission one lose status although really matter take mission mission pretty much among faction tiny change mostly deliver package assassinate someone retake city etc said game positive concerned storyline want go around blowing everything game weapon selection pretty good even select different ammo type weapon fmj jhp etc rpg even anti personnel round anti armor round even though wo need knock tank vehicle many attachment every weapon well deck night ops night vision device nato wp equipment go cqb setup like red dot sight long range sniper scope acog etc carry almost every version series ak series grenade trip wire land mine body armor work combat pretty neat real time although pause action make move although exactly realistic give chance make decision mercs wo anything without involvement think option imperative game character ca basic thing like defend would liked see squad tactic able move tactical formation wedge line column file etc wo much trouble bad guy part good tactic although snuck occasionally always someone guarding afraid use grenade usually carry hefty firepower enter building go multistories shooting window rooftop careful launching rocket roof dangerous rocket usually hit roof ledge explodes contact killing anyone unlucky enough standing next shooter also go shooting roof merc continue blast roof ledge none bullet going intended target fun lob grenade roof unsuspecting bad guy like game storyline interaction awesome chance go around causing mayhem know good game find pulling shelf reinstalling play combat,5.0,-0.9089,Negative,0.22119999999999998,0.093675,-0.7351,-0.12165999999999999,0.25582000000000005,0.0,0.3347,,0.32136666666666663,0.16693333333333335,,
The Asskickers,AGO Games,AGO Games,Critic,20.0,"Quality assurance is a beautiful thing, people. It keeps sprites on the screen, weapons able to be picked up when available always, and everything working as they should. I don't know if all was alright in Windows, but playing on a Mac well, don't bother.","['quality', 'assurance', 'beautiful', 'thing', 'people', 'keep', 'sprite', 'screen', 'weapon', 'able', 'picked', 'available', 'always', 'everything', 'working', 'know', 'alright', 'window', 'playing', 'mac', 'well', 'bother']",quality assurance beautiful thing people keep sprite screen weapon able picked available always everything working know alright window playing mac well bother,20.0,0.7848,Positive,,,-0.4404,,,,0.743,-0.4404,,,,
The Asskickers,AGO Games,AGO Games,Critic,42.0,"Amusing for a short period of time, the Asskickers will ultimately wear out its welcome in your gaming agenda in just a few hours or plays. It's a fun reminder of what the beat'em up genre has to offer, but will unfortunately remind of what is wrong with it as well. Die hard beat'em up fans only need apply... and even they won't be entertained for long.","['amusing', 'short', 'period', 'time', 'ultimately', 'wear', 'welcome', 'gaming', 'agenda', 'hour', 'play', 'fun', 'reminder', 'genre', 'offer', 'unfortunately', 'remind', 'wrong', 'well', 'die', 'hard', 'fan', 'need', 'apply', 'even', 'wo', 'entertained', 'long']",amusing short period time ultimately wear welcome gaming agenda hour play fun reminder genre offer unfortunately remind wrong well die hard fan need apply even wo entertained long,42.0,-0.8746,Negative,,,,,,,-0.762,,,0.0015000000000000013,,
The Asskickers,AGO Games,AGO Games,Critic,60.0,Quotation forthcoming.,"['quotation', 'forthcoming']",quotation forthcoming,60.0,0.0,Neutral,,,,,,,,,,,,
The Asskickers,AGO Games,AGO Games,Critic,60.0,Quotation forthcoming.,"['quotation', 'forthcoming']",quotation forthcoming,60.0,0.0,Neutral,,,,,,,,,,,,
The Asskickers,AGO Games,AGO Games,Critic,42.0,"Amusing for a short period of time, the Asskickers will ultimately wear out its welcome in your gaming agenda in just a few hours or plays. It's a fun reminder of what the beat'em up genre has to offer, but will unfortunately remind of what is wrong with it as well. Die hard beat'em up fans only need apply... and even they won't be entertained for long.","['amusing', 'short', 'period', 'time', 'ultimately', 'wear', 'welcome', 'gaming', 'agenda', 'hour', 'play', 'fun', 'reminder', 'genre', 'offer', 'unfortunately', 'remind', 'wrong', 'well', 'die', 'hard', 'fan', 'need', 'apply', 'even', 'wo', 'entertained', 'long']",amusing short period time ultimately wear welcome gaming agenda hour play fun reminder genre offer unfortunately remind wrong well die hard fan need apply even wo entertained long,42.0,-0.8746,Negative,,,,,,,-0.762,,,0.0015000000000000013,,
The Asskickers,AGO Games,AGO Games,User,7.0,"This game is not as bad as all the reviews make it out to be.Sure the animations could have been more fluid and it does not have AAA production values but at 4.99 I had a real blast with this game.
First, I like the art style. It may not be to everybody's taste but you can see that a lot of effort has been put into the art. It's  colourful, pretty unique and more importantly it fits perfectly with the general cartoonish atmosphere of the game. I really liked the fact that this game does not take itself seriously.
You punch fratboys, you spank bankers, you punish corrupt cops and more generally you bring justice to white collar criminals.There again, it might not be for everyone's taste but personally, I really appreciated this effort. It's not so often that we have a game who is tongue-in-cheek and not afraid to be politically incorrect. It was especially true for the ending of the game which really  surprised me and reminded me of a silly version of Streets of Rage.

Apart from that its a pretty standard beat'em up with a lot of action and some effort to make the levels as varied as possible. Good thing is, you can play in co-op with a friend on the same screen and use some pretty funny collaborative attacks. I must say however that II was disappointed the game  did not have some kind of XP system to unlock new moves as well as suffering from a few  glitches.
It's good, funny and original but it could definitively be much better : 7/10","['game', 'bad', 'review', 'make', 'animation', 'could', 'fluid', 'aaa', 'production', 'value', 'real', 'blast', 'game', 'first', 'like', 'art', 'style', 'may', 'everybody', 'taste', 'see', 'lot', 'effort', 'put', 'art', 'colourful', 'pretty', 'unique', 'importantly', 'fit', 'perfectly', 'general', 'cartoonish', 'atmosphere', 'game', 'really', 'liked', 'fact', 'game', 'take', 'seriously', 'punch', 'fratboys', 'spank', 'banker', 'punish', 'corrupt', 'cop', 'generally', 'bring', 'justice', 'white', 'collar', 'might', 'everyone', 'taste', 'personally', 'really', 'appreciated', 'effort', 'often', 'game', 'afraid', 'politically', 'incorrect', 'especially', 'true', 'ending', 'game', 'really', 'surprised', 'reminded', 'silly', 'version', 'street', 'rage', 'apart', 'pretty', 'standard', 'lot', 'action', 'effort', 'make', 'level', 'varied', 'possible', 'good', 'thing', 'play', 'friend', 'screen', 'use', 'pretty', 'funny', 'collaborative', 'attack', 'must', 'say', 'however', 'ii', 'disappointed', 'game', 'kind', 'xp', 'system', 'unlock', 'new', 'move', 'well', 'suffering', 'glitch', 'good', 'funny', 'original', 'could', 'definitively', 'much', 'better']",game bad review make animation could fluid aaa production value real blast game first like art style may everybody taste see lot effort put art colourful pretty unique importantly fit perfectly general cartoonish atmosphere game really liked fact game take seriously punch fratboys spank banker punish corrupt cop generally bring justice white collar might everyone taste personally really appreciated effort often game afraid politically incorrect especially true ending game really surprised reminded silly version street rage apart pretty standard lot action effort make level varied possible good thing play friend screen use pretty funny collaborative attack must say however ii disappointed game kind xp system unlock new move well suffering glitch good funny original could definitively much better,7.0,0.9953,Positive,0.1989,0.62395,0.37182000000000004,,-0.03255000000000001,,0.7525,0.2662,0.4166,-0.007000000000000006,0.7964,0.4166
The Orange Box,Valve Software,"EA Games, Electronic Arts",Critic,100.0,"For first-person shooter fans, it doesn't get much better than this. What's even better is that each individual game runs amazingly well on the Xbox 360. The graphics are amazing as is the presentation. The interface that Valve created for navigating through the content is also wonderful.","['shooter', 'fan', 'get', 'much', 'better', 'even', 'better', 'individual', 'game', 'run', 'amazingly', 'well', 'xbox', 'graphic', 'amazing', 'presentation', 'interface', 'valve', 'created', 'navigating', 'content', 'also', 'wonderful']",shooter fan get much better even better individual game run amazingly well xbox graphic amazing presentation interface valve created navigating content also wonderful,100.0,0.7953,Positive,,0.6908,0.5859,,,,,,0.6908,0.6908,,
The Orange Box,Valve Software,"EA Games, Electronic Arts",Critic,95.0,That so much great content is offered at the standard single-game price is astonishing.,"['much', 'great', 'content', 'offered', 'standard', 'price', 'astonishing']",much great content offered standard price astonishing,95.0,0.6573,Positive,,,,,,,,,,0.6573,,0.6573
The Orange Box,Valve Software,"EA Games, Electronic Arts",Critic,100.0,"The Orange Box can't stop giving. It's a sci-fi masterpiece, a clever puzzler and a multiplayer monster wrapped into one, making this a landmark achievement in gaming value and one of the easiest buying decisions you'll make all year. Color us impressed.","['ca', 'stop', 'giving', 'masterpiece', 'clever', 'puzzler', 'multiplayer', 'monster', 'wrapped', 'one', 'making', 'landmark', 'achievement', 'gaming', 'value', 'one', 'easiest', 'buying', 'decision', 'make', 'year', 'color', 'u', 'impressed']",ca stop giving masterpiece clever puzzler multiplayer monster wrapped one making landmark achievement gaming value one easiest buying decision make year color u impressed,100.0,0.9395,Positive,,,,,0.9131,,-0.0382,,,,0.9131,0.9131
The Orange Box,Valve Software,"EA Games, Electronic Arts",User,10.0,"This is the dictionary definition of quality. First of all, you get the Half Life 2 trilogy, which is considered one of the best single player experiences out there. And then you have Portal. Single-handedly of the best puzzle games ever and contains one of the best antagonists out there, being GLaDOS. With a gorgeous and unique setting to top it all off, though it is a bit short. And of course we end with Team Fortress 2, which is one of the best multiplayer shooters there is, with a charming art style at that. 10/10 would paint a box orange again.","['dictionary', 'definition', 'quality', 'first', 'get', 'half', 'life', 'trilogy', 'considered', 'one', 'best', 'single', 'player', 'experience', 'portal', 'best', 'puzzle', 'game', 'ever', 'contains', 'one', 'best', 'antagonist', 'glados', 'gorgeous', 'unique', 'setting', 'top', 'though', 'bit', 'short', 'course', 'end', 'team', 'fortress', 'one', 'best', 'multiplayer', 'shooter', 'charming', 'art', 'style', 'would', 'paint']",dictionary definition quality first get half life trilogy considered one best single player experience portal best puzzle game ever contains one best antagonist glados gorgeous unique setting top though bit short course end team fortress one best multiplayer shooter charming art style would paint,10.0,0.9769,Positive,,0.7003,0.8402,,0.7717,,0.7003,,,0.7003,0.8402,
The Orange Box,Valve Software,"EA Games, Electronic Arts",User,10.0,Como isso tem nota menor que Half-Life 2 sozinho??? Essa porra reuni 3 jogos maravilhosos,"['como', 'isso', 'tem', 'nota', 'menor', 'que', 'sozinho', 'essa', 'porra', 'reuni', 'jogos', 'maravilhosos']",como isso tem nota menor que sozinho essa porra reuni jogos maravilhosos,10.0,0.0,Neutral,,,,,,,,,,,,
The Orange Box,Valve Software,"EA Games, Electronic Arts",User,10.0,"These days there are all sorts of game collections, like Rare Replay, that pack an insane amount of value. But for its time, there was no beating The Orange Box, not only in terms of quality but also sheer variety. 
Portal was the gem in its crown, unexpectedly, and is to this day one of the better first-person puzzle games. Team Fortress 2 feels primitive in 2025 but was groundbreaking and provided breezy fun with friends. And of course, Half-Life 2 and its subsequent episodic stories were equally revelatory in how they blended in-game storytelling, exploration and a satisfying physics system.

While a 10 back then isn't necessarily a 10 today, this is a momentous release in game history, and any younger players who weren't around to experience it in 2007 owe it to themselves to try out each piece of the collection to see what Valve was capable of at their creative apex.","['day', 'sort', 'game', 'collection', 'like', 'rare', 'replay', 'pack', 'insane', 'amount', 'value', 'time', 'beating', 'term', 'quality', 'also', 'sheer', 'variety', 'portal', 'gem', 'crown', 'unexpectedly', 'day', 'one', 'better', 'puzzle', 'game', 'team', 'fortress', 'feel', 'primitive', 'groundbreaking', 'provided', 'breezy', 'fun', 'friend', 'course', 'subsequent', 'episodic', 'story', 'equally', 'revelatory', 'blended', 'storytelling', 'exploration', 'satisfying', 'physic', 'system', 'back', 'necessarily', 'today', 'momentous', 'release', 'game', 'history', 'younger', 'player', 'around', 'experience', 'owe', 'try', 'piece', 'collection', 'see', 'valve', 'capable', 'creative', 'apex']",day sort game collection like rare replay pack insane amount value time beating term quality also sheer variety portal gem crown unexpectedly day one better puzzle game team fortress feel primitive groundbreaking provided breezy fun friend course subsequent episodic story equally revelatory blended storytelling exploration satisfying physic system back necessarily today momentous release game history younger player around experience owe try piece collection see valve capable creative apex,10.0,0.9676,Positive,0.63495,,,,0.5199,,,,,-0.24115,0.8625,0.296
